ingredients,t_ingredient_name,normalized_name
蛋,蛋,雞蛋
洋蔥絲,洋蔥絲,洋蔥
櫻花蝦,櫻花蝦,蝦
柴魚粉或雞粉,柴魚粉或雞粉,雞肉
鹽,鹽,鹽
豬五花肉片,豬五花肉片,豬肉
醬油,醬油,醬油
味琳,味琳,味醂
水,水,水
洋蔥,洋蔥,洋蔥
白芝麻,白芝麻,芝麻
青蔥絲,青蔥絲,青蔥
魷魚,魷魚,魷魚
奶油,奶油,奶油
醬油,醬油,醬油
薑泥,薑泥,薑
醬油,醬油,醬油
糖,糖,糖
米酒,米酒,米酒
水,水,水
蘋果,蘋果,蘋果
紅糖,紅糖,紅糖
白砂糖,白砂糖,糖
太白粉,太白粉,太白粉
肉桂粉（可省略）,肉桂粉,肉桂粉
奶油,奶油,奶油
紅糖,紅糖,紅糖
中筋麵粉,中筋麵粉,麵粉
燕麥片（可省略）,燕麥片,燕麥
蘑菇,蘑菇,蘑菇
金針菇,金針菇,金針菇
洋蔥,洋蔥,洋蔥
含鹽奶油,含鹽奶油,牛奶
梅花肉,梅花肉,豬肉
地瓜,地瓜,地瓜
蒸肉粉,蒸肉粉,米粉
蔥,蔥,蔥
薑,薑,薑
醬油,醬油,醬油
酒,酒,酒
冰糖,冰糖,糖
醬油,醬油,醬油
米酒,米酒,米酒
可樂,可樂,糖
寬冬粉,寬冬粉,冬粉
咖哩塊,咖哩塊,咖哩
蔬菜(可以個人喜好替換),蔬菜,蔬菜
火鍋料,火鍋料,牛肉
蘑菇,蘑菇,蘑菇
小紅番茄,小紅番茄,番茄
生菜,生菜,生菜
胡蘿蔔,胡蘿蔔,紅蘿蔔
水煮蛋,水煮蛋,雞蛋
蒜瓣,蒜瓣,大蒜
香菜,香菜,香菜
熟花生,熟花生,花生
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
醋,醋,白醋
橄欖油,橄欖油,橄欖油
秋葵,秋葵,秋葵
鹹蛋,鹹蛋,雞蛋
蒜頭（拍碎）,蒜頭,蒜
山鱒魚,山鱒魚,鱒魚
西式醃漬香料,西式醃漬香料,香料
月桂葉,月桂葉,月桂葉
辣椒片,辣椒片,辣椒
蔥片,蔥片,蔥
醬油,醬油,醬油
酒,酒,酒
鹽,鹽,鹽
韭菜 (約11小支),韭菜 ,韭菜
蛋,蛋,雞蛋
蒜,蒜,蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
香油,香油,芝麻油
米酒,米酒,米酒
味醂,味醂,味醂
鹽,鹽,鹽
醬油,醬油,醬油
牛奶,牛奶,牛奶
太白粉,太白粉,太白粉
歐式麵包,歐式麵包,麵粉
奶油,奶油,奶油
蔥花,蔥花,蔥
起司片,起司片,起司
白花椰菜,白花椰菜,花椰菜
綠花椰菜,綠花椰菜,花椰菜
苦茶油,苦茶油,食用油
鹽,鹽,鹽
白芝麻,白芝麻,芝麻
無糖優格,無糖優格,優格
巧克力餅乾,巧克力餅乾,牛奶
草莓,草莓,草莓
雞腿排,雞腿排,雞肉
白米,白米,米
蒜末,蒜末,蒜
水,水,水
橄欖油,橄欖油,橄欖油
鹽,鹽,鹽
粗黑胡椒粒,粗黑胡椒粒,黑胡椒
烹大師,烹大師,調味料
洋蔥,洋蔥,洋蔥
紅蘿蔔,紅蘿蔔,紅蘿蔔
馬鈴薯,馬鈴薯,馬鈴薯
里肌肉(雞肉),里肌肉,豬肉
咖哩塊,咖哩塊,咖哩
白飯,白飯,米飯
壽司海苔,壽司海苔,海苔
水煮蛋,水煮蛋,雞蛋
柴魚片,柴魚片,柴魚
醬油,醬油,醬油
蔥花,蔥花,蔥
水餃,水餃,豬肉
香油,香油,芝麻油
鹽,鹽,鹽
蔥花,蔥花,蔥
大蒜,大蒜,蒜
醬油,醬油,醬油
白醋,白醋,白醋
紅棗,紅棗,紅棗
低粉,低粉,麵粉
牛奶,牛奶,牛奶
即食燕麥片,即食燕麥片,燕麥
桃桃,桃桃,桃子
金針菇,金針菇,金針菇
豆腐,豆腐,豆腐
洋蔥,洋蔥,洋蔥
無鹽奶油,無鹽奶油,奶油
蔥花,蔥花,蔥
調味料:醬油,調味料:醬油,醬油
調味料:味琳,調味料:味琳,米
調味料:砂糖,調味料:砂糖,砂糖
調味料:水,調味料:水,調味料:水
雞蛋,雞蛋,雞蛋
蔥花,蔥花,蔥
水,水,水
鹽,鹽,鹽
味精,味精,味精
芹菜,芹菜,芹菜
乾豆皮,乾豆皮,豆皮
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
鹽、柴魚粉、糖,鹽、柴魚粉、糖,柴魚
蘋果餡,蘋果餡,蘋果
青蘋果,青蘋果,蘋果
奶油（切小塊）,奶油,奶油
檸檬汁,檸檬汁,檸檬
肉桂粉,肉桂粉,肉桂粉
奶酥:,奶酥:,奶油
麵粉,麵粉,麵粉
奶油（切小塊）,奶油,奶油
砂糖,砂糖,糖
海鹽,海鹽,鹽
麥片,麥片,燕麥
玉米片,玉米片,玉米
核桃,核桃,核桃
( 或杏仁片,( 或杏仁片,杏仁
夏威夷豆 ),夏威夷豆 ),夏威夷豆
蔓越莓,蔓越莓,蔓越莓
(或葡萄乾),,葡萄乾
馬鈴薯,馬鈴薯,馬鈴薯
紅蘿蔔,紅蘿蔔,紅蘿蔔
豬絞肉,豬絞肉,豬肉
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
水,水,水
沙拉油,沙拉油,食用油
鹽,鹽,鹽
吐司,吐司,吐司
烤豆 bake beans,烤豆 bake beans,豆
牛油,牛油,牛肉
牛奶,牛奶,牛奶
味噌,味噌,味噌
味醂,味醂,味醂
虱目魚丸,虱目魚丸,虱目魚
蔥綠,蔥綠,蔥
芝麻,芝麻,芝麻
蛋白,蛋白,雞蛋
西洋芹,西洋芹,西洋芹
蘑菇,蘑菇,蘑菇
綠蘆筍,綠蘆筍,蘆筍
紅、黃椒,紅、黃椒,紅椒
起司,起司,起司
鹽,鹽,鹽
黑胡椒粉,黑胡椒粉,胡椒粉
小豆干,小豆干,黃豆
蒜頭,蒜頭,蒜
蔥段,蔥段,蔥
薑片,薑片,薑
八角,八角,八角
冰糖,冰糖,糖
蜂蜜,蜂蜜,蜂蜜
花椒,花椒,花椒
辣椒,辣椒,辣椒
醬油,醬油,醬油
開水,開水,水
韭菜 (約11小支),韭菜 ,韭菜
蛋,蛋,雞蛋
蒜,蒜,蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
香油,香油,芝麻油
米酒,米酒,米酒
味醂,味醂,味醂
鹽,鹽,鹽
醬油,醬油,醬油
牛奶,牛奶,牛奶
太白粉,太白粉,太白粉
紅蘿蔔,紅蘿蔔,紅蘿蔔
Leek,Leek,韭菜
Portobello菇,Portobello菇,蘑菇
白豆腐干,白豆腐干,黃豆
韓式粉絲,韓式粉絲,地瓜粉
香菇醬油,香菇醬油,黃豆
白胡椒,白胡椒,白胡椒
奶油,奶油,奶油
檸檬汁與皮,檸檬汁與皮,檸檬
巴西里(略切碎),巴西里,巴西里
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
帕馬善或喜歡的硬質起司,帕馬善或喜歡的硬質起司,芝士
馬鈴薯,馬鈴薯,馬鈴薯
低筋麵粉,低筋麵粉,麵粉
蛋,蛋,雞蛋
橄欖油,橄欖油,橄欖油
百里香,百里香,百里香
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
韓國泡麵,韓國泡麵,麵粉
肉,肉,肉
火鍋料,火鍋料,牛肉
蛋,蛋,雞蛋
起司片,起司片,起司
韓式泡菜,韓式泡菜,白菜
煮好的咖哩,煮好的咖哩,咖哩
豬肉水餃,豬肉水餃,豬肉
義大利直麵條,義大利直麵條,小麥
鹽巴,鹽巴,鹽
豆腐,豆腐,豆腐
泡菜,泡菜,泡菜
芝麻,芝麻,芝麻
洋蔥,洋蔥,洋蔥
紅蘿蔔,紅蘿蔔,紅蘿蔔
去骨雞腿肉,去骨雞腿肉,雞肉
雞蛋,雞蛋,雞蛋
蔥,蔥,蔥
白飯,白飯,米飯
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
白開水,白開水,水
梅花肉片,梅花肉片,梅花肉
蔥,蔥,蔥
辣椒,辣椒,辣椒
醬油,醬油,醬油
米酒,米酒,米酒
冰糖,冰糖,糖
五花薄肉片,五花薄肉片,豬肉
小香菇,小香菇,香菇
蔥末,蔥末,蔥
醬油,醬油,醬油
白胡椒粉,白胡椒粉,白胡椒粉
鹽巴,鹽巴,鹽
蒜泥,蒜泥,蒜
豆腐,豆腐,豆腐
京蔥,京蔥,京蔥
鴻喜菇,鴻喜菇,鴻喜菇
翠肉瓜,翠肉瓜,翠肉瓜
黑豚肉片,黑豚肉片,豬肉
蛋,蛋,雞蛋
雞湯,雞湯,雞湯
水,水,水
韓國辣椒醬,韓國辣椒醬,黃豆
白醋,白醋,白醋
綠豆芽(黃豆芽),綠豆芽,綠豆芽
韓國辣椒粉,韓國辣椒粉,辣椒
黑麻油(香油),黑麻油,食用油
蒜末,蒜末,蒜
辣椒,辣椒,辣椒
青蔥,青蔥,蔥
鹽,鹽,鹽
白芝麻,白芝麻,芝麻
蘑菇,蘑菇,蘑菇
奶油,奶油,奶油
紅酒,紅酒,葡萄
番茄醬,番茄醬,番茄醬
杏鮑菇,杏鮑菇,杏鮑菇
薑片,薑片,薑
蒜頭,蒜頭,蒜
麻油,麻油,芝麻油
米酒,米酒,米酒
醬油膏,醬油膏,醬油膏
九層塔,九層塔,九層塔
紅辣椒,紅辣椒,辣椒
里肌肉排,里肌肉排,里肌肉
乾香料,乾香料,香料
鹽,鹽,鹽
橄欖油,橄欖油,橄欖油
菜脯粒,菜脯粒,蘿蔔
酒,酒,酒
蔥,蔥,蔥
雞蛋,雞蛋,雞蛋
糖,糖,糖
吐司麵包,吐司麵包,吐司
Marmite媽蜜酵母精華,Marmite媽蜜酵母精華,酵母
切達起司,切達起司,起司
蕃茄,蕃茄,番茄
蕃茄醬,蕃茄醬,番茄醬
牛油,牛油,牛肉
Tabasco辣椒醬,Tabasco辣椒醬,辣椒
梅花豬肉片,梅花豬肉片,豬肉
茭白筍,茭白筍,茭白筍
黃色牛蕃茄,黃色牛蕃茄,番茄
蒜頭,蒜頭,蒜
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
大蝦,大蝦,蝦
油,油,食用油
醬油,醬油,醬油
一般陽春麵或白麵條,一般陽春麵或白麵條,麵粉
咖哩塊,咖哩塊,咖哩
蘑菇,蘑菇,蘑菇
紅蘿蔔,紅蘿蔔,紅蘿蔔
四季豆,四季豆,四季豆
中型洋蔥,中型洋蔥,洋蔥
番茄,番茄,番茄
雞蛋,雞蛋,雞蛋
鹽巴,鹽巴,鹽
胡椒粉,胡椒粉,胡椒
火鍋牛肉片,火鍋牛肉片,牛肉
洋蔥,洋蔥,洋蔥
鰹魚粉,鰹魚粉,鰹魚粉
可樂易開罐330ml,可樂易開罐330ml,糖
鰹魚醬油,鰹魚醬油,鰹魚
醬油,醬油,醬油
柴魚,柴魚,魚肉
豬,豬,豬肉
牛絞肉,牛絞肉,牛絞肉
大蒜辣椒,大蒜辣椒,大蒜
九層塔,九層塔,九層塔
打拋葉,打拋葉,打拋葉
小番茄,小番茄,番茄
魚露,魚露,魚露
米酒,米酒,米酒
醬油糖,醬油糖,醬油
南瓜,南瓜,南瓜
馬鈴薯,馬鈴薯,馬鈴薯
蘿蔓,蘿蔓,蘿蔓
小蕃茄,小蕃茄,蕃茄
王米筍,王米筍,玉米筍
去骨雞退肉,去骨雞退肉,雞肉
水煮蛋,水煮蛋,雞蛋
pizza cheese,pizza cheese,起司
豆腐,豆腐,豆腐
豬絞肉,豬絞肉,豬肉
蔥花,蔥花,蔥
豆瓣醬,豆瓣醬,豆瓣醬
醬油,醬油,醬油
糖,糖,糖
太白粉,太白粉,太白粉
水,水,水
蛤蠣,蛤蠣,蛤蠣
大蒜,大蒜,蒜
蔥,蔥,蔥
辣椒,辣椒,辣椒
無鹽奶油,無鹽奶油,奶油
和風醬油,和風醬油,醬油
米酒,米酒,米酒
檸檬,檸檬,檸檬
雞蛋,雞蛋,雞蛋
皮蛋,皮蛋,皮蛋
麵粉,麵粉,麵粉
水,水,水
空心菜,空心菜,空心菜
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
豆腐乳,豆腐乳,黃豆
鹽,鹽,鹽
杏鮑菇,杏鮑菇,杏鮑菇
洋蔥,洋蔥,洋蔥
紅辣椒,紅辣椒,辣椒
綠辣椒,綠辣椒,辣椒
蒜頭,蒜頭,蒜
芝麻油,芝麻油,食用油
鹽巴,鹽巴,鹽
黑胡椒,黑胡椒,黑胡椒
豬絞肉,豬絞肉,豬肉
四季豆,四季豆,四季豆
蒜末,蒜末,蒜
薑末,薑末,薑
蔥,蔥,蔥
辣椒,辣椒,辣椒
醬油,醬油,醬油
米酒,米酒,米酒
鹽巴,鹽巴,鹽
白胡椒,白胡椒,白胡椒
糖,糖,糖
雞胸肉(或去骨雞腿2隻),雞胸肉,雞肉
紅蘿蔔塊,紅蘿蔔塊,紅蘿蔔
洋蔥,洋蔥,洋蔥
大蒜,大蒜,蒜
九層塔,九層塔,九層塔
綠咖哩膏,綠咖哩膏,蝦
椰奶,椰奶,椰奶
米酒,米酒,米酒
糖,糖,糖
水,水,水
里肌肉片,里肌肉片,里肌肉
醬油,醬油,醬油
米酒,米酒,米酒
糖,糖,糖
烏醋(可省略),烏醋,烏醋
蒜末,蒜末,蒜
蔥花,蔥花,蔥
黑胡椒(可省略),黑胡椒,黑胡椒
白芝麻(可省略),白芝麻,芝麻
秋刀魚,秋刀魚,魚
苦瓜,苦瓜,苦瓜
味增 &糖,味增 &糖,黃豆
醬油 &水& 米酒,醬油 &水& 米酒,大豆
蔥花,蔥花,蔥
白飯,白飯,米飯
Spam(或火腿),Spam,豬肉
玉米罐頭,玉米罐頭,玉米
鹹味海苔,鹹味海苔,海苔
起司,起司,起司
小松菜(油菜),小松菜,小松菜
柴魚醬油,柴魚醬油,柴魚
水,水,水
金桔,金桔,金桔
絲瓜,絲瓜,絲瓜
洋蔥,洋蔥,洋蔥
黃色和紅色甜椒,黃色和紅色甜椒,甜椒
舞菇,舞菇,舞菇
培根,培根,培根
苦瓜,苦瓜,苦瓜
鹹蛋,鹹蛋,雞蛋
蒜末,蒜末,蒜
蔥花,蔥花,蔥
辣椒,辣椒,辣椒
米酒,米酒,米酒
糖,糖,糖
油麵,油麵,食用油
椰菜,椰菜,椰菜
豬肉,豬肉,豬肉
火腿,火腿,豬肉
紅蘿蔔,紅蘿蔔,紅蘿蔔
魚片,魚片,魚
芽菜,芽菜,芽菜
甜醬油,甜醬油,大豆
太白粉,太白粉,太白粉
玉米粉,玉米粉,玉米粉
糖,糖,糖
水,水,水
麵條,麵條,麵條
培煎胡麻醬,培煎胡麻醬,芝麻
蔥末（可省）,蔥末,蔥
秋葵,秋葵,秋葵
日式芝麻醬,日式芝麻醬,芝麻醬
淡醬油,淡醬油,大豆
香油,香油,芝麻油
四季豆,四季豆,四季豆
紅椒,紅椒,甜椒
醬汁做法: 醬油,醬汁做法: 醬油,大豆
水,水,水
金桔,金桔,金桔
蜂蜜,蜂蜜,蜂蜜
橄欖油,橄欖油,橄欖油
黃瓜,黃瓜,黃瓜
麻醬,麻醬,芝麻
金桔,金桔,金桔
醬油,醬油,醬油
味霖,味霖,味醂
韓式年糕,韓式年糕,米
韓式辣醬,韓式辣醬,米
韓式泡菜,韓式泡菜,白菜
蜂蜜,蜂蜜,蜂蜜
五花肉片,五花肉片,五花肉
洋蔥,洋蔥,洋蔥
薑末,薑末,薑
蒜末,蒜末,蒜
白胡椒粉,白胡椒粉,白胡椒粉
醬油,醬油,醬油
韓國辣椒醬,韓國辣椒醬,黃豆
韓國辣椒粉,韓國辣椒粉,辣椒
香油,香油,芝麻油
米酒,米酒,米酒
水,水,水
熟芝麻（可省）,熟芝麻,芝麻
嫩豆腐,嫩豆腐,豆腐
豬腳肉,豬腳肉,豬肉
辣豆瓣醬,辣豆瓣醬,豆瓣醬
蒜塊,蒜塊,蒜
蔥,蔥,蔥
清水,清水,水
糖,糖,糖
去骨雞腿肉,去骨雞腿肉,雞肉
洋蔥,洋蔥,洋蔥
白飯,白飯,米飯
雞蛋,雞蛋,雞蛋
白吐司,白吐司,小麥
藍莓果醬,藍莓果醬,藍莓
雞蛋,雞蛋,雞蛋
白糖,白糖,糖
奶油,奶油,奶油
白吐司,白吐司,小麥
花生醬,花生醬,花生
罐頭水煮鮪魚片,罐頭水煮鮪魚片,鮪魚
起士片,起士片,起司
義大利香料鹽,義大利香料鹽,香料
黑胡椒,黑胡椒,黑胡椒
橄欖油或美奶滋,橄欖油或美奶滋,蛋
干貝海鮮XO醬,干貝海鮮XO醬,干貝
金針菇,金針菇,金針菇
西洋芹,西洋芹,西洋芹
鱈魚,鱈魚,鱈魚
嫩薑,嫩薑,薑
蔥段,蔥段,蔥
鹽 白胡椒 米酒,鹽 白胡椒 米酒,米酒
蛤蜊,蛤蜊,蛤蜊
蒜末,蒜末,蒜
蔥花,蔥花,蔥
無鹽奶油,無鹽奶油,奶油
米酒,米酒,米酒
醬油,醬油,醬油
辣椒,辣椒,辣椒
空心菜,空心菜,空心菜
金針菇,金針菇,金針菇
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
白胡椒粉,白胡椒粉,白胡椒粉
雞蛋豆腐,雞蛋豆腐,豆腐
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
青蔥絲,青蔥絲,青蔥
金針菇切半,金針菇切半,金針菇
橄欖油,橄欖油,橄欖油
鹽,鹽,鹽
清水,清水,水
豆腐,豆腐,豆腐
豬絞肉,豬絞肉,豬肉
薑末,薑末,薑
蒜末,蒜末,蒜
青蔥,青蔥,蔥
花椒粒,花椒粒,花椒
辣豆瓣醬,辣豆瓣醬,豆瓣醬
醬油,醬油,醬油
酒,酒,酒
蛋,蛋,雞蛋
土司,土司,麵粉
塩,塩,鹽
板豆腐,板豆腐,豆腐
小番茄,小番茄,番茄
蔥,蔥,蔥
薑,薑,薑
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
紅蔥頭,紅蔥頭,紅蔥頭
醬油膏,醬油膏,醬油膏
辣豆瓣,辣豆瓣,黃豆
白醋,白醋,白醋
糖,糖,糖
蝦子,蝦子,蝦
檸檬,檸檬,檸檬
青蔥,青蔥,蔥
白胡椒,白胡椒,白胡椒
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
醃漬紫蘇梅,醃漬紫蘇梅,梅
小黃瓜,小黃瓜,小黃瓜
甜椒,甜椒,甜椒
杏鮑菇,杏鮑菇,杏鮑菇
小番茄,小番茄,番茄
醬油,醬油,醬油
香油,香油,芝麻油
醃漬紫蘇梅的湯汁,醃漬紫蘇梅的湯汁,紫蘇梅
古早味油蔥麵(冷凍),古早味油蔥麵,食用油
鮮蝦,鮮蝦,蝦
花枝,花枝,花枝
蚵仔,蚵仔,蚵仔
蛤蜊,蛤蜊,蛤蜊
豆芽菜,豆芽菜,豆芽菜
青蔥或綠色芽菜,青蔥或綠色芽菜,青蔥
花椰菜,花椰菜,花椰菜
紅蘿蔔(配色用),紅蘿蔔,紅蘿蔔
秋葵,秋葵,秋葵
大蒜,大蒜,蒜
醬油,醬油,醬油
砂糖,砂糖,糖
肝腸,肝腸,豬肉
白飯,白飯,米飯
青蔥,青蔥,蔥
山茼蒿,山茼蒿,山茼蒿
肉絲,肉絲,肉
蒜末,蒜末,蒜
辣椒(可省略),辣椒,辣椒
醬油,醬油,醬油
味素(可省略),味素,味素
蔥段,蔥段,蔥
【醃製食材】蠔油,【醃製食材】蠔油,牡蠣
【醃製食材】太白粉,【醃製食材】太白粉,太白粉
【醃製食材】里肌肉片,【醃製食材】里肌肉片,豬肉
【醃製食材】胡椒粉,【醃製食材】胡椒粉,胡椒粉
【醃製食材】蒜末,【醃製食材】蒜末,大蒜
【醃製食材】米酒,【醃製食材】米酒,米
豆芽菜,豆芽菜,豆芽菜
蒜泥,蒜泥,蒜
香油,香油,芝麻油
鹽,鹽,鹽
韓國辣椒粉,韓國辣椒粉,辣椒
蔥花,蔥花,蔥
熟芝麻,熟芝麻,芝麻
義大利麵,義大利麵,義大利麵
熱水(1),熱水,水
熱水(2),熱水,水
康寶杯湯(奶油玉米),康寶杯湯,蔬菜
豬肉,豬肉,豬肉
杏鮑菇,杏鮑菇,杏鮑菇
蒜頭,蒜頭,蒜
薑片,薑片,薑
九層塔,九層塔,九層塔
辣椒,辣椒,辣椒
洋蔥,洋蔥,洋蔥
乾的海帶芽,乾的海帶芽,海帶芽
洋蔥,洋蔥,洋蔥
蒜泥,蒜泥,蒜
醋,醋,白醋
味醂,味醂,味醂
鹽,鹽,鹽
火鍋豬肉片,火鍋豬肉片,豬肉
蔥,蔥,蔥
高麗菜,高麗菜,高麗菜
蒜頭,蒜頭,蒜
豆干,豆干,黃豆
醬油,醬油,醬油
味醂,味醂,味醂
辣豆瓣醬,辣豆瓣醬,豆瓣醬
牛肉絲,牛肉絲,牛肉
空心菜,空心菜,空心菜
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
醬油,醬油,醬油
蛋黃,蛋黃,雞蛋
米酒,米酒,米酒
白胡椒粉,白胡椒粉,白胡椒粉
香油,香油,芝麻油
糖,糖,糖
太白粉,太白粉,太白粉
雞翅+雞翅腿（3斤）,雞翅+雞翅腿,雞肉
羅望子醬（可用1個檸檬取代）,羅望子醬,羅望子
食用油,食用油,食用油
椰糖（或紅糖,椰糖（或紅糖,椰糖
可自己調整甜度）,可自己調整甜度）,
魚露,魚露,魚露
切碎大蒜,切碎大蒜,大蒜
辣椒粉,辣椒粉,辣椒
醬油,醬油,醬油
粗的黑胡椒,粗的黑胡椒,黑胡椒
芹菜,芹菜,芹菜
魷魚,魷魚,魷魚
蒜末,蒜末,蒜
薑末,薑末,薑
米酒,米酒,米酒
鹽巴,鹽巴,鹽
吻仔魚,吻仔魚,魚
雞蛋,雞蛋,雞蛋
蒜頭,蒜頭,蒜
油,油,食用油
筆管麵,筆管麵,小麥
羅曼心生菜,羅曼心生菜,生菜
德式香腸,德式香腸,豬肉
小番茄,小番茄,番茄
好菇道,好菇道,菇類
白花椰菜,白花椰菜,花椰菜
市售凱薩醬,市售凱薩醬,魚肉
帕瑪森起士粉,帕瑪森起士粉,起司
胡椒粉,胡椒粉,胡椒
上海白色粗麵,上海白色粗麵,麵粉
豬肉,豬肉,豬肉
椰菜,椰菜,椰菜
醬油,醬油,醬油
黑醬油,黑醬油,黃豆
糖,糖,糖
麻油,麻油,芝麻油
豆瓣醬,豆瓣醬,豆瓣醬
洋蔥,洋蔥,洋蔥
燻雞,燻雞,雞肉
豬絞肉,豬絞肉,豬肉
蒜末、薑末、紅蔥頭、蔥白,蒜末、薑末、紅蔥頭、蔥白,蒜
乾辣椒,乾辣椒,辣椒
醬油,醬油,醬油
米酒,米酒,米酒
蠔油,蠔油,蠔油
砂糖,砂糖,糖
九層塔葉子,九層塔葉子,九層塔
白醋,白醋,白醋
煎蛋,煎蛋,雞蛋
墨西哥捲餅皮,墨西哥捲餅皮,麵粉
生菜,生菜,生菜
煙燻鮭魚片,煙燻鮭魚片,鮭魚
乳酪抹醬,乳酪抹醬,牛奶
大番茄,大番茄,番茄
洋蔥,洋蔥,洋蔥
芒果青,芒果青,芒果
辣椒,辣椒,辣椒
醬油,醬油,醬油
檸檬汁,檸檬汁,檸檬
糖及香菜,糖及香菜,糖
奶油,奶油,奶油
大蒜,大蒜,蒜
Parsley(巴西里),Parsley,巴西里
鹽,鹽,鹽
溪和宜蘭魩仔魚,溪和宜蘭魩仔魚,魚
蔥,蔥,蔥
蒜末,蒜末,蒜
辣椒,辣椒,辣椒
克里特島特級初榨橄欖油,克里特島特級初榨橄欖油,食用油
築地一番鮮-特大明蝦,築地一番鮮-特大明蝦,明蝦
大蒜,大蒜,蒜
紅辣椒,紅辣椒,辣椒
啤酒,啤酒,啤酒
美麗媞妮初榨橄欖油,美麗媞妮初榨橄欖油,食用油
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
生菜,生菜,生菜
檸檬,檸檬,檸檬
黑胡椒醬,黑胡椒醬,食用油
油豆腐,油豆腐,豆腐
年糕（長條或片狀都可）,年糕,年糕
洋蔥,洋蔥,洋蔥
胡蘿蔔,胡蘿蔔,紅蘿蔔
火鍋料魚板,火鍋料魚板,魚肉
高麗菜,高麗菜,高麗菜
韓式辣椒醬,韓式辣椒醬,辣椒醬
水,水,水
豬里肌肉絲,豬里肌肉絲,豬肉
豆干,豆干,黃豆
大蒜末,大蒜末,大蒜
辣椒絲,辣椒絲,辣椒
蔥絲(配色用),蔥絲,蔥
醬油,醬油,醬油
蠔油 (醬油膏也可,蠔油 (醬油膏也可,蠔
太白粉,太白粉,太白粉
醬油,醬油,醬油
清水,清水,水
鮭魚肚（建議選油一點或中肚）,鮭魚肚,鮭魚
嫩薑,嫩薑,薑
醬油,醬油,醬油
沙拉,沙拉,食用油
糖,糖,糖
南瓜麵疙瘩,南瓜麵疙瘩,麵粉
鮪魚,鮪魚,鮪魚
木耳,木耳,木耳
甜菜根,甜菜根,甜菜根
芹菜,芹菜,芹菜
高麗菜,高麗菜,高麗菜
豆皮,豆皮,豆皮
自製蒟蒻,自製蒟蒻,蒟蒻
番茄醬,番茄醬,番茄醬
肉桂粉,肉桂粉,肉桂粉
魚露,魚露,魚露
五香粉,五香粉,五香粉
紅辣椒粉,紅辣椒粉,辣椒
起司粉,起司粉,起司
金桔醬,金桔醬,金桔
醬油膏,醬油膏,醬油膏
蒜泥,蒜泥,蒜
味琳,味琳,味醂
烏醋,烏醋,烏醋
奶油(10g),奶油,奶油
蛋,蛋,雞蛋
鹽,鹽,鹽
洋蔥,洋蔥,洋蔥
紅蘿蔔,紅蘿蔔,紅蘿蔔
霜降豬肉,霜降豬肉,豬肉
米酒,米酒,米酒
薑,薑,薑
蒜,蒜,蒜
淡色醬油,淡色醬油,醬油
地瓜粉,地瓜粉,地瓜粉
小黃瓜,小黃瓜,小黃瓜
小蕃茄,小蕃茄,蕃茄
三角薯餅,三角薯餅,食用油
科學麵,科學麵,麵
蒜頭,蒜頭,蒜
好侍北海道白醬料理塊(奶油),好侍北海道白醬料理塊,牛奶
鹽,鹽,鹽
熱開水,熱開水,水
洋香菜,洋香菜,洋香菜
茴香,茴香,茴香
五花肉,五花肉,豬肉
薑,薑,薑
麻油,麻油,芝麻油
米酒,米酒,米酒
鹽,鹽,鹽
白胡椒粉,白胡椒粉,白胡椒粉
法國春雞 (約500克),法國春雞 ,雞肉
澳洲新薯,澳洲新薯,馬鈴薯
喜瑪拉雅山岩鹽,喜瑪拉雅山岩鹽,鹽
黑胡椒碎,黑胡椒碎,黑胡椒
普羅旺斯香草乾,普羅旺斯香草乾,香草
沙律菜,沙律菜,蔬菜
番茄,番茄,番茄
雞蛋,雞蛋,雞蛋
麵條,麵條,麵條
油,油,食用油
冰糖,冰糖,糖
香菜,香菜,香菜
鹽,鹽,鹽
麵,麵,麵粉
豬五花肉片,豬五花肉片,豬肉
小蕃茄,小蕃茄,蕃茄
青蔥,青蔥,蔥
鹽巴,鹽巴,鹽
豬絞肉,豬絞肉,豬肉
蒜末,蒜末,蒜
豆豉醬,豆豉醬,食用油
韭菜花,韭菜花,韭菜花
糖,糖,糖
辣椒,辣椒,辣椒
醬油,醬油,醬油
雪白菇,雪白菇,菇
韓式泡菜,韓式泡菜,白菜
韭菜,韭菜,韭菜
蒜頭,蒜頭,蒜
鹽,鹽,鹽
辣椒粉(可不放),辣椒粉,辣椒
水,水,水
