ingredients,Unit,Grams_Per_Unit
"滷汁材料：
水",C.C,1.0
蕎麥吐司,片,28.0
2.細卷拉麵,人份,100.0
豆腐,個,400.0
C.高湯,CC,1.0
成熟酪梨,顆,150.0
圓糯米,斤(約作15個),500.0
五香粉,小包,7.0
胡椒粉,小包,7.0
黑胡椒粒,粒,0.1
筍絲,支,15.0
茶葉蛋,顆,60.0
舫魚,片,20.0
鳳梨片,罐,250.0
乾魷魚,條,20.0
蚵乾,粒,0.5
蔬菜可樂餅,片,7.0
高麗菜整片,片,35.0
柴魚高湯,大湯匙,15.0
五穀飯,碗,180.0
熟青江菜,株,75.0
荸薺,數顆,0.0
比利時原味鬆餅,個,75.0
沙拉油,碗,160.0
"沾醬：
蒜頭",粒,5.0
糙米混搭飯,碗,180.0
鴨頭,支,150.0
土雞,半隻,750.0
咖啡豆,顆,0.2
厚塊板豆腐,塊,300.0
熟竹筍,數片,0.0
豌豆筴,隨意,0.0
醬油膏,大匙,18.0
水,碗,180.0
"泡菜：
高麗菜（小）",顆,750.0
新鮮辣椒,支,10.0
羊肉爐調理包,包,100.0
蝦仁,個,10.0
糖蒜,個,15.0
五香豆干,個,40.0
白饅頭,粒,65.0
巧達起司,片,20.0
鹽鮭,片,75.0
派皮麵糰,個,150.0
覆盆子罐頭,罐,400.0
方形油豆腐,塊,30.0
B.甘草,片,2.0
酸黃瓜片,根,75.0
A.菲力牛排,塊,200.0
羊肉爐冷冻包,包,300.0
包心白菜,半顆,300.0
鮮干貝,個,3.0
黑橄欖,個,5.0
1.土司,片,30.0
橘子,片,20.0
蛤,個,150.0
原味燒餅,個,75.0
蒜苗綠,根,7.0
洋蔥片,個,150.0
紅椒片,個,75.0
黃椒片,個,75.0
蕃薯粉,碗,180.0
昆布,公分長段,0.0
烏賊,塊,150.0
花蚧蚶,支,50.0
熱帶風情冰淇淋,球,60.0
水蜜桃罐頭,個,65.0
生蠔,個,15.0
芥末醬,湯匙,6.0
冷凍熟魚卵,條,40.0
鰻魚,尾,200.0
碎冰塊,顆,5.0
"材料Ｂ：
馬鈴薯",個,200.0
薄片五花肉,片,15.0
酥炸排骨,片,150.0
去皮蒜仁,粒,4.0
當歸,∼2片,7.0
青耆,∼4片,40.0
耐熱錫箔紙,張,0.0
麵糊:A.全蛋,顆,55.0
麵糊:B.蛋白,顆,33.0
苜宿芽,盒,400.0
蕎麦麵,份,90.0
冰塊水,碗,300.0
喜相逢,尾,20.0
A.蹄膀,個,750.0
浦燒鰻,尾,120.0
鹽醃雞胸肉,片,180.0
牙籤,根,70.0
櫻桃蘿蔔,個,12.0
橘子,個,170.0
墨魚貝果,個,18.0
帕瑪火腿,片,7.0
黃哈密瓜,顆,2000.0
綠哈密瓜,顆,2000.0
1.竹筍,支,500.0
2.小黃瓜,條,75.0
2.紅辣椒,條,10.0
鳳梨罐頭果肉,罐,567.0
A.加州鱸魚,尾,2000.0
冷凍餛飩,包,750.0
佛跳片,份,400.0
香腸片,片,15.0
蒜苗,片,7.0
水,Ｃ,240.0
3.方形海苔,片,2.5
培芽麵包,片,30.0
C.昆布柴魚高湯,c.c,1.0
"A檸檬蛋奶醬：
全蛋",顆,55.0
B.高麗菜,顆,1500.0
A.鮮香菇,朵,20.0
白蒟蒻,片,20.0
黑蒟蒻,片,20.0
水發香菇,朵（約20公克）,20.0
新鮮洋菇,朵,10.0
雞蛋麵,人份,90.0
鹽,又1/4小匙,5.0
鮮雞粉,又1/4小匙,4.0
大雞翅,隻,80.0
扁魚干,∼5片,15.0
水,∼5碗,300.0
抹茶貝果,個,30.0
嫩豆腐塊,盒,340.0
丹麦麵包,片,50.0
"炸粉：
低筋麵粉",碗,135.0
糯米粉,碗,140.0
義大利肉醬,約200公克,200.0
章魚燒,顆,75.0
A.芙蓉豆腐,塊,350.0
A.豬排,片,200.0
仙草乾,兩(75公克),75.0
方形土司片,片,30.0
蔥花,大支,400.0
青蒜苗,半枝,3.5
藍帶豬排,塊,150.0
鋁箔紙,大張,0.0
"材料2：
青椒",顆,100.0
"材料3：
大蒜",瓣,4.0
杏鮑菇,隻,70.0
B.冷凍熟烏龍麵,包,200.0
"材料A：
高麗菜",個,1000.0
"材料B：
泡麵麵條",包,90.0
乾昆布,段,30.0
牛番茄(中型),顆,120.0
洋蔥(中型),顆,180.0
羊肩排,塊,150.0
乳酪粉,湯匙,10.0
浦燒鰻,片,40.0
麵線,小把,60.0
中將湯茶包,包,20.0
棉繩,公分,0.0
家常豆腐,盒,350.0
黑胡椒牛排,片,200.0
新鮮干貝,粒,20.0
紅燒扣肉罐頭,罐,380.0
1.香蕉,G,1.0
白砂糖,G,1.0
2.低筋麵粉,G,1.0
蘇打粉,G,1.0
3.鮮奶,CC,1.0
新鮮雞蛋,顆,55.0
薄荷葉子,支,8.0
火腿絲,片,20.0
含片,包,30.0
魚露,又1/2小匙,5.0
醃漬甜椒,片,8.0
韮菜,根,150.0
麵粉,大湯匙,9.0
太白粉,大湯匙,10.0
醬油,大湯匙,15.0
蝦餅,數片,2.0
月桂葉,~2片,1.5
全蛋,∼3個,55.0
傳統豆腐泥,∼3塊,150.0
秀珍菇,∼3朵,70.0
Ｄ.火腿,片,20.0
B.小荳蔻,粒,4.0
包心白菜,個,400.0
草莓冰淇淋,大球,100.0
青魚頭,顆,300.0
茄子,段,80.0
小蘇打粉,又1/2小匙,4.0
太白粉,又1/2匙,4.0
蒲燒鰻,隻,150.0
鴻喜菇,盒,200.0
辣椒絲,片,1.0
立基牛角冷凍麵糰,個,200.0
"醬汁B：
紹興酒",CC,1.0
新鮮香菇,∼8朵,20.0
水,∼6碗,250.0
西芹,瓣,40.0
葡萄醋,湯匙,15.0
德國香腸,條,100.0
海苔,條,10.0
b.葡汁,CC,1.0
凱蒂魚板,片,15.0
七星斑魚,尾,50.0
2.清蒸汁,包,100.0
鑫鑫腸,根,75.0
蛋黃,兩顆,17.0
"鍋底：
新鮮香茅",根,75.0
綠節瓜,一條,75.0
紅蘿蔔,一條,75.0
米茄,一條,75.0
吉利丁片,又1/2 片,15.0
斑節蝦,隻,100.0
"調味料Ｂ：
鹽",又1/2小匙,5.0
啤酒,瓶,300.0
B.春捲皮,片,15.0
2.蓮藕,段節,100.0
草蝦,支,10.0
美生菜,-2片,5.0
小排,隻,100.0
杏鮑菇,株,50.0
豬筒骨,根,75.0
"內餡材料：
鹹蛋黃",顆,17.0
韭菜段,根,75.0
"麵衣：
蛋黃",顆,17.0
冷水,約150㏄,1.0
罐頭花瓜,瓶,300.0
秀珍菇,片,15.0
火鍋梅肉片,片,15.0
豬血糕,片,15.0
青蔥末,湯匙,15.0
A.酥鬆蛋捲糊,份,150.0
A.里肉肉大排骨,片,15.0
小白菜,∼3棵,50.0
油,∼5大匙,14.0
"外皮：
蛋",顆,50.0
"內餡：
三花奶水",半罐,400.0
五爪擠花嘴,個,15.0
燕麥混搭飯,碗,180.0
鹹魚,尾,50.0
干貝,小5顆,3.0
去骨土雞腿肉,隻,100.0
餛飩,顆,50.0
潮鯛,片,15.0
青椰菜,小朵,30.0
綠蕃茄,顆,15.0
昆布柴魚高湯,c.c,1.0
納豆,包,100.0
義式沙拉米,條,75.0
市售豬肉燥罐,罐,300.0
"裝飾：
香菜葉",根,75.0
日本玉帶,粒,2.0
小綠蘆筍,約12支,10.0
風乾蕃茄,粒,2.0
墨魚,尾,50.0
紅甜椒圈,圈,10.0
黃甜椒圈,圈,10.0
滷包,小包,50.0
蘿蔓心,片,15.0
鹽,又1/2匙,5.0
雞粉,又1/2匙,5.0
火鍋料:高麗菜,棵,500.0
山芋菜,根,80.0
濕黑豆乾,塊,150.0
香菜,棵,30.0
市售漢堡肉排,片,100.0
洋蔥切圈,片,5.0
紅椒絲,個,5.0
莧宿芽,小撮,2.0
南瓜,約2公斤,2000.0
鮮香菇,朵(約120公克),120.0
魚頭,顆,500.0
"材料A:
武林菜罐頭",罐,350.0
紅辣椒絲,根,5.0
炒肉,片,20.0
大熱狗,條,50.0
紅蘿蔔丁,半條,40.0
新鮮人參,支,50.0
"巧克力慕斯:
吉利丁",片,2.0
湯匙,支,15.0
土司,大塊,50.0
紫米混合飯,碗,200.0
老油條,段,30.0
粉腸,掛,250.0
B.魚頭,個,500.0
大骨高湯,碗,200.0
冬粉,~3把,150.0
薑片,~9片,45.0
蠟油,~3大匙,45.0
米酒,~3大匙,45.0
鮮奶,CC,1.0
A菜,半斤,250.0
D.罐裝水蜜桃,片,20.0
B.市售咖哩塊,盒,200.0
"裝飾:
青椒",小片,5.0
紅椒,小片,5.0
白紙,張,0.0
紅紙,張,0.0
黃椒,小片,5.0
"煮物料:
白蘿蔔",根,150.0
高麗菜捲,捲,80.0
竹輪,根,50.0
牛蒡甜不辣,片,10.0
魚豆腐,塊,150.0
福袋,個,50.0
花生麵筋,罐,350.0
芒果丁,顆,50.0
砂糖,又1/2小匙,2.5
A.蒲燒鰻,條,200.0
紫米飯,碗,200.0
黃檸檬,粒,100.0
愛文芒果,顆,300.0
芒果濃縮汁,CC,1.0
刨冰,份,300.0
檸檬角,粒,10.0
五穀混合飯,碗,200.0
"內餡材料:
黑胡椒牛肉",包,200.0
B.黃甜椒,顆,150.0
奶油,又/2大匙,7.5
A.大番茄,顆,200.0
濃縮番茄罐,罐,350.0
肉桂葉,葉,0.5
薑母片,∼4片,28.0
豬腰,個,200.0
柴魚味素,又1/2小匙,2.5
藦菇,朵,200.0
五花肉片,片,30.0
紅尾冬魚,尾,450.0
豆泡,個,7.0
鱸魚,一條,200.0
雞翼,隻,40.0
桂蒂,錢,0.2
乾辣椒碎,根,1.5
萬巒豬腳滷包,瓣,150.0
珍菇罐頭,罐,300.0
新鮮芒果,半顆,150.0
A.培根,片,20.0
2.奇異果,顆,85.0
3.水蜜桃罐頭,罐,300.0
雞大腿,隻,125.0
西芹段,根,75.0
金華火腿,片,20.0
沙朗牛肉片,片,75.0
鱺魚,片,100.0
炸豆皮,片,15.0
"餡料4：
吉利丁片",片,3.0
春捲皮,斤(20張),600.0
青胡椒粒,粒,0.05
紅胡椒粒,粒,0.05
海苔片,大1片,4.0
"佐料：
檸檬",片,7.0
巧克力貝果,個,125.0
彩色軟糖,顆,7.0
鮮鱒魚,條,150.0
洋蔥,題,200.0
韭黃,根,7.0
蒟蒻結,個,45.0
進口田螺,個,15.0
甜辣椒,片,15.0
黃辣椒,片,15.0
紅辣椒,片,15.0
1.刺海參,條,200.0
水,又1/3大匙,5.0
"內餡材料：
洋蔥",顆,200.0
綠甜椒,個,200.0
乾海帶,段,30.0
1.石斑魚片,片,100.0
梅花肉片,片,40.0
B.芥蘭菜,棵,75.0
蒜頭碎,顆,5.0
乾干貝,粒,10.0
魚蛋,粒,20.0
A.鵪鶉蛋,顆,12.0
乳鴿,隻,400.0
黑橄欖,片,1.5
綠橄欖,片,1.5
棍杖法式麵包,根,300.0
綠竹筍,隻,200.0
"沙拉醬：
蛋黃",顆,18.0
熟洋芋,個,200.0
大乳鴿,隻,500.0
蕃薯泥,一份,150.0
櫻桃果餡,顆,120.0
酥劍蝦,隻,15.0
橄欖油,c.c,0.92
紅蘿蔔碎,片,7.0
生的鹹鴨蛋,顆,65.0
2.甜辣醬,∼2杯,480.0
中型地瓜,個,200.0
起酥片,張,20.0
土豆麵筋罐頭,罐,300.0
冷藏熟麵,人份,120.0
泡芙,個,35.0
脆梅,粒,10.0
桂冠鮮肉雲吞,盒,350.0
蘑菇濃湯罐頭,罐,350.0
小管,尾,75.0
泡芙麵糊,份,250.0
長豇豆,條,10.0
"皮的材料：
越南米皮",片,7.0
"玉米淋醬：
玉米醬",罐,300.0
牛骨,支,350.0
排骨肉,片,150.0
放山雞,隻,1500.0
杏鮑菇片,支,100.0
A.炸魚,條,180.0
3.小黃皮,張,7.0
4.蝦仁,尾,10.0
菠菜千層麵(燙熟),片,40.0
D.蛋白,顆,33.0
紅條,條,20.0
水,大湯匙,15.0
米酒,大湯匙,15.0
燻豬肉,片,50.0
酒,半杯,120.0
糖鳳梨罐頭,罐,250.0
柳丁,粒,0.5
沙朗牛排,份,220.0
中型洋蔥,顆,200.0
"基本材料：
派皮麵糰",個,200.0
蛋黃,五顆,95.0
桂枝,~4支,40.0
低脂乳酪,片,20.0
熱狗麵包,個,40.0
泡麵調理包,包,10.0
泡麵酸菜包,包,20.0
熟芋頭,個,200.0
吐司,包,400.0
醬油,∼6湯匙,90.0
3.春捲皮,張,15.0
生菜葉,兩片,40.0
甜蜜羅勒葉,片,0.5
小玉米,條,10.0
魚板,個,35.0
蛋餃,盒,300.0
漢堡包,個,55.0
"滷料：
草果",粒,0.5
"煮物料：
冷凍魚塊",包,350.0
蘿蔓葉片,片,75.0
自製蝦丸,顆,20.0
花枝漿,支,400.0
酸瓜,條,40.0
酸豆,湯匙,15.0
1.湯包皮,張,7.0
2.小鮑魚,個,3.0
小羊骨腱,隻,100.0
蕃茄糊,湯匙,22.0
豆酥,球,15.0
A.帶骨雞胸肉,塊,250.0
巴西里,支,2.0
新鮮巴西里,小把,15.0
猴頭菇罐頭,罐,300.0
越前棒,根,100.0
"湯底1：
紅蔥頭",粒,75.0
牛小排,條,225.0
黑胡椒醬,小包,35.0
鱘味棒,支,20.0
義大利千層麵皮,片,25.0
九層塔葉,湯匙,5.0
巴西利香菜,湯匙,5.0
燜燒鍋,個,0.0
新鮮玉米,條,200.0
三色甜椒,各30公克,30.0
木香,錢,3.75
帶皮雞肉,隻,200.0
布丁模,只,0.0
長葉萵苣,顆,300.0
"沙拉醬：
蒜頭",瓣,5.0
赤宗,尾,15.0
海瓜子,個,400.0
大干貝,粒,20.0
日式油豆包,個,15.0
模型,數個,0.0
各色班單香精,各約5毫升,5.0
C.蛋白,顆,30.0
水漬鮪魚罐頭,罐,120.0
芥末及辣油,各適量,0.0
雲吞高湯包,包,75.0
鹹鴨蛋,顆,70.0
香草海綿蛋糕,塊,75.0
小直角玻璃杯,個,0.0
大豆乾,三片,40.0
白醋,大杯,250.0
珍珠洋蔥,顆,7.0
B.蔥段,根,7.0
"裝飾物：
大番茄",顆,150.0
1.高麗菜,顆,1500.0
洋芋,顆,150.0
蕃茄糊,半杯,150.0
滷豆乾,片,15.0
檸檬皮屑,個,5.0
帶脖子鴨頭,支,150.0
青椒丁,工靠,0.0
腿庫,隻,125.0
蔥白段,根,7.0
蒜片,約6粒量,5.0
細籚筍,支,35.0
里芋,個,35.0
罐裝鮮菇,罐,300.0
白米,半碗,85.0
發芽米飯,半碗,85.0
長條法國麵包,條,280.0
紫米芝麻湯圓,顆,20.0
蛋皮,片,15.0
芥末沾醬,小碗,80.0
3.芒果,顆,250.0
兩節雞翅,隻,80.0
冷凍雞米球,包,0.0
小豆蔻,粒,0.1
乾粽葉,片,3.0
火腿,小條,20.0
太白粉水,小茶匙,5.0
卡門貝爾起士,塊,135.0
A.豬前腿,支,2500.0
C.蒜仁,顆,5.0
"香料：
草果",粒,7.0
4.咖哩塊,塊,25.0
原味塔皮,小5個,125.0
2.四季豆,條,3.0
黃果,顆,150.0
黑甜豆,顆,0.1
蒸籠,籠,0.0
蒸籠布,塊,0.0
空心菜,根,15.0
仿土雞骨架,副,750.0
海綿蛋糕,吋1片,30.0
里肌豬肉片,片,30.0
"配菜：
玉米",小段,60.0
"配菜：
花椰菜",小朵,20.0
紅蘿蔔,塊,50.0
玉米,小段,60.0
"其安他材料：
草莓",顆,20.0
梅干菜,綑,100.0
扁圓形鋁模,個,0.0
菊花烙印,個,0.0
黃蕃茄,個,120.0
五榖飯,碗,180.0
滷包:八角,粒,3.5
蠶豆仁,個,0.1
2.酪梨,個,50.0
3.蒜泥麵包,片,50.0
長型日式豆皮,片,15.0
川牛膝,錢,3.75
人蔘片,錢,3.75
"材料：
料理米酒",瓶,500.0
高湯,c.c.,1.0
舞菇,公公克,1.0
韓式泡麵,包,110.0
腰只,塊,400.0
日本糊麻醬,湯匙,15.0
豆乾丁,塊,40.0
A.紹興酒,CC,1.0
B.雞高湯,CC,1.0
"裝飾材料：
薄荷葉",數片,1.5
箱壽司專用模型,個,0.0
乾淨紗布,條,0.0
油炸油,鍋,0.0
白煮蛋蛋黃,顆,18.0
凱蒂鳴戶卷,片,50.0
鮮美鍋汁,包,100.0
2.海苔,片,8.0
"材料＠：
蔥油派",張,70.0
魚香肉燥,碗,200.0
芹菜,半條,25.0
雞骨架子,個,400.0
膳魔師煮麵道,只,400.0
義式香料腸,根,100.0
B.杏仁片,約100公克,100.0
高麗菜捲,捲,30.0
B.鮮肉餛飩,個,20.0
清水,CC,1.0
薑絲,小段,15.0
"味噌醬B：
蛋黃",顆,18.0
韭菜花,枝,0.5
2.土司,片,30.0
A.水,C.C.,1.0
牛肋條肉,條,200.0
蛋,又1/2個,28.0
"配料：
鮮蝦仁",尾,20.0
醃破布子,公克）,1.0
銀絲卷,個,60.0
大白菜,大葉,70.0
蓮霧,個,120.0
培果,個,200.0
雞腸,個,200.0
牛肉,∼5兩,189.0
Ａ.棒棒雞腿,隻,200.0
Ｂ.蒜頭,粒,5.0
南乳,小塊,20.0
南薑片,片,8.0
花枝,片,30.0
香菜,小株,20.0
2.蔥,根,15.0
鹽,微量,0.5
球型法國麵包,顆,100.0
白花菜,小朵,40.0
烘焙紙,張,0.0
雞骨架,個,400.0
A.熟雞腿,隻,200.0
排骨酥,塊,200.0
炸芋頭,塊,100.0
濕栗子,顆,12.0
帶皮蒜頭,瓣,5.0
西柚汁,CC,1.0
牛嫩肩,片,120.0
紅蔥,顆,200.0
黃蘿蔔片,片,8.0
甜豆,片,30.0
黃甜椒條,條,175.0
蓮藕,小節,80.0
虱目魚,片,15.0
豆腐,一塊,300.0
乾蔥頭末,湯匙,10.0
鹽,又1/3大匙,6.0
1.立基冷凍牛角麵糰,個,70.0
中里肌肉,條,200.0
美生菜,數葉,50.0
小聖女蕃茄,粒,15.0
小黃瓜,小段,40.0
羊奶起司,湯匙,18.0
紅醋栗,串,50.0
紅鳳菜,棵,75.0
紅蕃茄片,片,15.0
摩扎瑞拉起司片,片,25.0
丁香,根,0.7
"炸醬材料：
豆乾",塊,75.0
B.吉利丁片,片,3.0
C.巧克力蛋糕,片,75.0
豬肋排,一塊,200.0
蕃茄末,顆,1.0
鱔魚,條,350.0
蕃茄罐頭,罐,400.0
雞蛋,一顆,55.0
乳豬,份,250.0
油雞,隻,1500.0
牛腱,份,150.0
燒鴨,隻,2200.0
海蜇,份,75.0
A.海參,條,100.0
肉骨茶藥包,包,35.0
帶皮蒜頭,顆,45.0
燒餅,副,100.0
大草蝦,尾,30.0
生蠔,顆,20.0
檸檬（擠汁）,顆,125.0
紅蔥頭酥,半碗,60.0
滷肥腸,條,150.0
大茂黑瓜,罐,400.0
泡麵沙茶醬包,包,20.0
寬乾麵,人份,90.0
三層肉,四兩,200.0
豆豉,二兩,100.0
醬油,二大匙,28.0
糖,一茶匙,4.0
蝦子,半斤,300.0
高麗菜葉,顆,35.0
藍莓,粒,1.5
洋蔥塊,顆,180.0
2.蛋,顆,55.0
3.蒜頭,顆,45.0
4.豆幹丁,塊,75.0
去骨雞胸,約450公克,450.0
錫箔盒,個,0.0
"材料：
蛋",顆,55.0
方型土司,片,28.0
紅尼羅魚,尾,600.0
蕃茄瓣,瓣,15.0
豬腳,一斤,600.0
冰糖,二兩,100.0
鹽,一茶匙,5.0
"外皮材料1：
腐皮",張,10.0
豬腸衣,公分,0.0
水果醋,瓶,400.0
蜜香瓜,個,2250.0
大骨,根,350.0
生菜,棵,150.0
小玉米,根,15.0
小紅蘿蔔,個,35.0
龍蝦棒,支,20.0
黑輪條,支,40.0
肉燥醬,包,75.0
阿婆鐵蛋滷包,包,50.0
去皮雞胸肉,片,150.0
雞里肉肉,條,40.0
豆皮,份,75.0
"調味料Ｃ：
鹽",又1/2小匙,2.5
酸黃瓜末,湯匙,5.0
"裝飾：
塔皮",個,75.0
蝦仁,條,7.0
鮮雞粉,又1/2小匙,2.5
綜合火鍋料,盤,350.0
中花枝,尾,20.0
蓮藕,片,25.0
金珍菇,小束,75.0
小洋蔥,顆,75.0
冷水,約150cc,150.0
杏仁碎片,大湯匙,8.0
雞肉,手掌,125.0
三色豆,碗,200.0
"照燒醬：
醬油",湯匙,10.0
竹葉,張,5.0
無花果,顆,60.0
"腸粉漿材料：
在來米粉",公,1.0
醃梅,碗,150.0
九孔,粒,0.15
大亨堡,個,250.0
楓葉,數片,2.0
油麵,半包,125.0
薑片,小段,25.0
梅干菜,卷,75.0
白米飯,碗,180.0
龍鬚菜,株,75.0
魚板片,個,35.0
沙拉油,大杯,270.0
麻油,中匙,9.0
白斬雞,半隻,600.0
罐頭花瓜,罐,450.0
乾酪末,湯匙,5.0
熟雞胸肉,副,125.0
派皮麵糰,份,150.0
抹茶冰淇淋,盒,400.0
奇異果片,顆,85.0
菲力牛肉,片,75.0
蟹肉棒,個,18.0
A.派皮麵糰,份,150.0
煮熟水餃,顆,25.0
碧綠筍,朵,150.0
油蔥,酌量,0.0
青椒絲,個,120.0
油,∼2大匙,27.0
奶油可樂餅,個,15.0
去皮牛蕃茄,顆,125.0
鮮奶,一罐,400.0
漢堡包,顆,60.0
老豆腐,塊,350.0
水,∼5大匙,75.0
C.牛高湯,c.c,1.0
老油條,根,65.0
七星鱸魚,尾,750.0
沙茶醬,又 1/2大匙,9.0
隔夜白飯,碗,180.0
紫色高麗菜,片,50.0
醬油,又1/3大匙,5.0
帶殼草蝦,隻,18.0
長糯米,量杯,200.0
五香豆乾,塊,50.0
鯖魚塊,塊,150.0
b.太白粉,約1碗,150.0
九層塔葉,公,1.0
牛蒡茶包,包,2.5
甜玉米,根,200.0
大陸妹,棵,200.0
B.苦瓜,條,300.0
螺肉,罐,200.0
3.烏龍麵,人份,100.0
丸子,個,25.0
竹笛,條,200.0
排骨酥,個,80.0
C.馬鈴薯,個,200.0
醋飯,碗,180.0
市售肉醬,罐,200.0
水,∼4杯,960.0
貽貝,~15顆,150.0
去殼草蝦,尾,12.0
熟黃魚,尾,300.0
片狀起士,片,25.0
心型模型,個,0.0
咖哩塊,∼3塊,75.0
蛤蜊,∼6個,240.0
抽透,小隻,40.0
炸魚,條,150.0
蝦,條,50.0
"主材料：
苦瓜",條,300.0
荷薺,∼8顆,120.0
雞蛋黃,顆,18.0
醬油膏,又1/2茶匙,3.0
2.餛飩皮,張,7.0
冷凍蟹肉,盒,200.0
歐式燒餅,個,60.0
青椒圈,三片,45.0
蘋果,小顆,120.0
馬卡龍餅,數個,12.0
芋頭丸子,個,20.0
辣蘿蔔干,條,30.0
3.鮮香菇片,朵,100.0
磨菇片,朵,100.0
5.蕃茄,顆,120.0
1.蹄膀,個,750.0
高湯,∼8杯,1920.0
燙熟綠花椰菜,朵,400.0
小黃瓜片,小片,10.0
蕎麦麵,束,90.0
麵包基礎麵糊,份,300.0
起士,∼4片,100.0
B.納豆,盒,45.0
硬式麵糰,一份,100.0
熟米飯,半碗,90.0
熟發芽米,半碗,90.0
熟胡蘿蔔,小條,60.0
鰱魚頭,半個,350.0
雞胸肉,半副,180.0
起司脆藻粉,半杯,120.0
蛋黃,一個,20.0
檸檬,個,20.0
"煮物料：
福袋",個,20.0
辣味沙茶醬,罐,300.0
小排骨,斤(切寸段),600.0
豬肉薄片,片,15.0
燙熟甜蝦,尾,18.0
檸檬黃斑百里香,支,8.0
熟鴨蛋,顆,65.0
紅油淋汁,鍋,0.0
A.泡麵,包,90.0
泡麵附調味包,包,10.0
巴西里,株,20.0
照燒魚柳罐頭,罐,300.0
熟豬肉漢堡排,份,150.0
番茄,棵,150.0
耐烤麻糬,塊,75.0
多拿滋麵包,個,75.0
紫洋蔥,片,10.0
紅蘿蔔絲,條,8.0
小紅辣椒,支,8.0
櫻花模型,個,0.0
Ａ.豬肉漢堡排,片,15.0
紅透番茄,切片,15.0
乾燥米粉,片,35.0
A.牛頭牌玉米粒,罐,300.0
花枝,兩(切丁),75.0
1.豆腐乳,塊,150.0
酸菜頭,粒,100.0
動物性鮮奶油,cc.,1.0
冰淇淋挖球器,支,0.0
膳食高湯,CC,1.0
蘿蔔,中型1條,500.0
新鮮蠑螺,顆,20.0
覆盆莓,個(切末),3.0
"材料Ｂ：
方形腐皮",張,20.0
1.雞胸肉,片,150.0
2.漢堡餐包,個,75.0
3.起士片,片,20.0
鮪魚罐頭,瓶,200.0
活草蝦,尾,18.0
A.蛤蜊高湯塊,塊,15.0
霍布洛雄乳酪,個,175.0
黃甜椒塊,塊,150.0
紅甜椒塊,塊,150.0
溫水,c.c,1.0
牛薄片肉1盒,（約150公克）,150.0
蔭菜,瓶,250.0
1.透抽的黑膽,個,20.0
5.吉利丁片,片,3.0
鮪魚生魚片,片,30.0
泡麵調味包,包,10.0
1.貢丸,個,20.0
四神湯料包,包,150.0
熟豬里肌肉片,片,20.0
罐頭水煮鮪魚肉,罐,300.0
土耳其小白菜,一片,10.0
玫瑰花瓣,一片,0.8
披薩醬,兩匙,30.0
"內餡材料：
咖喱雞丁",包,150.0
梅漬,顆,8.0
雞蛋液,粒,55.0
罐裝原粒番茄,顆,40.0
甜羅勒葉,葉,0.5
番薯,條(約1斤),600.0
辣韭菜結泡菜,個,25.0
法國小麵包,個,60.0
帶骨大里肉,片,200.0
山芥菜,~75公克,75.0
糖,~4大匙,54.0
1.大白菜,葉,50.0
青豆,顆,0.2
B.皮蛋,顆,70.0
切達起司片,片,25.0
四物藥材,包,75.0
香蕉,~4根,540.0
"藥材：
桂皮",錢,3.75
菠菜,半把,150.0
鱸魚,尾,600.0
青花菜,顆,400.0
大白菜,葉,50.0
蒜頭,瓣(切片),4.0
"材料A：
咖喱雞丁",包,150.0
洋蔥絲,數片,8.0
黑胡椒,包,10.0
綠竹筍,半顆,150.0
大骨高湯,半碗,125.0
碎番茄,顆,15.0
柴魚醬汁,包,30.0
"內餡：
青蔥",支,15.0
油,滴,0.05
醋罐,顆,0.0
蛤蜊,約30g,30.0
紫菜片,張,3.0
粿條,片,75.0
"調味料：
中藥滷包",包,20.0
白粥,碗,250.0
烘烤碗,個,0.0
金針菇,包,150.0
菠菜,葉,2.0
A.新竹米粉,包,200.0
茶包,包,3.0
乾酵母,又1/2小匙,1.5
照燒鮪魚罐,罐,160.0
豬皮凍,碗,250.0
2.紅棗,個,7.0
拉長蝦,尾,25.0
日本大葉,葉,0.5
"藥材：
香葉",片,0.5
鮮奶,c.c,1.0
香菇,大匙(肉圓內餡),7.0
小黃瓜,數片,15.0
3.干貝,個,10.0
綜合豆,大匙(煮熟),18.0
板豆腐泥,塊,350.0
豬肝,葉,0.0
芭蕉,條,135.0
楊桃,個,150.0
青江菜,少許(切碎),1.0
鮮肉包,數個,40.0
雞腿,三隻,150.0
紅蟳,隻(約6兩),230.0
阿薩姆紅茶葉,又1/2小匙,0.5
冬瓜,塊,750.0
白酒醬,份,50.0
大蕃茄,片,25.0
A.冷開水,CC,1.0
烤鴨腿,支,200.0
Ｂ.太白粉,+1/2小匙,1.5
雞脖子,個(去皮),30.0
"湯底材料：
杜仲",片,1.0
廣皮,片,0.5
香菇丸子,顆,20.0
菠菜丸子,顆,20.0
芹菜丸子,顆,20.0
B.萬用滷包,包,50.0
高麗菜,葉,15.0
牛蒡,段,30.0
蛋,一顆,55.0
月見沾醬,小碗,75.0
海苔片,條,0.5
蘋果丁,顆,15.0
綜合生菜,碗,125.0
圓形麵包,個,65.0
太白粉,酌量,0.0
青茶葉,數片,0.5
辣椒醬,酌量,0.0
牛外脊肉,片,100.0
核桃仁,粒,3.0
話梅肉,粒,5.0
A.青椒片,顆,15.0
新鮮檸檬,個,110.0
全蛋,四顆,55.0
"蛋液材料：
蛋",顆,55.0
華盛頓蘋果,二顆半,220.0
珍珠石斑魚,尾,400.0
軟板豆腐,塊,350.0
